"","o","nn","NUMB_C","NUMB_CN","NUMB_FR","NUMB_CM","NUMB_PV","NUMB_RC","DENS_CCN","DENS_CNFR","DENS_FRCM","DENS_CMPV","DENS_PVRC","Q_VAR","RCC_VAR","DIFF_COST"
"540",540,40,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-139698.36801236
"541",541,41,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-111714.094795076
"542",542,42,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-5227.6192892216
"543",543,43,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,854015.053476783
"544",544,44,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-191368.419036333
"545",545,45,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-163577.880334233
"546",546,46,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-225347.017369476
"547",547,47,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,77901.4958394827
"548",548,48,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,132907.265909906
"549",549,49,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-185711.370994486
"550",550,50,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,5349.88107518922
"551",551,51,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,124855.112206961
"552",552,52,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,505728.102744572
"553",553,53,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-471754.428763215
"554",554,54,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-343479.636190021
"555",555,55,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-87222.864949631
"556",556,56,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-24811.1526316762
"557",557,57,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-260862.395424806
"558",558,58,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,215376.481906998
"559",559,59,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,578356.218305282
"560",560,60,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-74930.4472662055
"561",561,61,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-199090.409014336
"562",562,62,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-216795.594144933
"563",563,63,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,77257.5515445288
"564",564,64,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-229943.646342947
"565",565,65,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-277478.647253749
"566",566,66,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,59319.3885767692
"567",567,67,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,87299.4642613835
"568",568,68,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,52368.2769828524
"569",569,69,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,204.052658677159
"570",570,70,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-300342.489805364
"571",571,71,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,224193.296023245
"572",572,72,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-110080.495564966
"573",573,73,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,155975.036814594
"574",574,74,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-61137.1121183206
"575",575,75,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,90624.0660224943
"576",576,76,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,251563.141275194
"577",577,77,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-52657.3263012504
"578",578,78,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-76017.5208075136
"579",579,79,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,365981.849333662
"580",580,80,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,355928.674214919
"581",581,81,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,31569.0630663378
"582",582,82,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-10235.3123059271
"583",583,83,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-85460.2294501544
"584",584,84,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-29720.5421373155
"585",585,85,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-174566.082158269
"586",586,86,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,125485.242103004
"587",587,87,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,215010.499572029
"588",588,88,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-70327.3714673973
"589",589,89,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-30322.3193837262
"590",590,90,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,43361.5425679905
"591",591,91,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,285749.888883283
"592",592,92,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,632598.359180633
"593",593,93,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-251114.694508133
"594",594,94,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-330493.712877458
"595",595,95,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-175401.072807177
"596",596,96,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-154330.299246185
"597",597,97,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,124378.812981348
"598",598,98,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,162557.870353537
"599",599,99,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,-406500.509481088
"600",600,100,3,3,3,9,3,3,2,2,0.2,1,2,-1,-1,274234.480103631
"601",601,1,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,741550.154737285
"602",602,2,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,7760665.10784753
"603",603,3,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,440994.95590934
"604",604,4,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,3601563.42597594
"605",605,5,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,147919.487078602
"606",606,6,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,750019.130801479
"607",607,7,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,9218402.9957951
"608",608,8,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,164230.122911815
"609",609,9,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1275023.55917038
"610",610,10,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,662315.652034364
"611",611,11,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1773377.02205136
"612",612,12,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-140489.657176812
"613",613,13,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,83.3405385155784
"614",614,14,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,512278.524470749
"615",615,15,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,872624.906502008
"616",616,16,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2156877.99967457
"617",617,17,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,41813.7957385808
"618",618,18,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-24891.8323539753
"619",619,19,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,3305720.23558822
"620",620,20,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1470742.1367156
"621",621,21,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2323567.08827299
"622",622,22,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,244388.192635549
"623",623,23,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2928206.16569694
"624",624,24,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,203435.033199085
"625",625,25,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,21103.5767679002
"626",626,26,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2770330.40039343
"627",627,27,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,4129373.26824645
"628",628,28,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-85792.6644357904
"629",629,29,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1828098.33610428
"630",630,30,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-47198.4253182244
"631",631,31,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1092684.06644277
"632",632,32,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,66052189.0019333
"633",633,33,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1473920.80078531
"634",634,34,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2683460.99341034
"635",635,35,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1784185.19847978
"636",636,36,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,4153824.69229546
"637",637,37,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-226998.999369228
"638",638,38,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1432077.78826668
"639",639,39,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-196288.337827752
"640",640,40,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2338915.68074022
"641",641,41,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,23080264.198181
"642",642,42,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1282204.15077928
"643",643,43,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2437744.02397307
"644",644,44,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,252125.214581114
"645",645,45,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-64716.0339498452
"646",646,46,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,862143.025818903
"647",647,47,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1329458.98115891
"648",648,48,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,298234.264890519
"649",649,49,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,455145.662929979
"650",650,50,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2114926.08330573
"651",651,51,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,467806.457616538
"652",652,52,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1440081.29246536
"653",653,53,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2218599.58135044
"654",654,54,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,666021.154204359
"655",655,55,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-465507.170094239
"656",656,56,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1566827.36447848
"657",657,57,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,30509911.5876191
"658",658,58,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2785198.88469843
"659",659,59,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-9632.77300687355
"660",660,60,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-113368.604882889
"661",661,61,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,142631.591851176
"662",662,62,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,6205917.65019829
"663",663,63,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2407126.37805877
"664",664,64,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-138252.903215711
"665",665,65,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,678951.424972018
"666",666,66,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,879026.526259388
"667",667,67,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1311933.21129944
"668",668,68,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-219175.974142164
"669",669,69,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2051451.78605579
"670",670,70,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2843549.83973321
"671",671,71,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,390067.276715623
"672",672,72,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1823230.10111647
"673",673,73,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,280403.998141824
"674",674,74,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,719854.845826421
"675",675,75,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-135021.638620362
"676",676,76,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,224626.53930135
"677",677,77,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2545804.86541681
"678",678,78,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1176580.50418394
"679",679,79,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-46253.4216658125
"680",680,80,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-83458.5965929596
"681",681,81,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,12066288.0229978
"682",682,82,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,4800080.99488958
"683",683,83,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,3496210.20572347
"684",684,84,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,341560.006600181
"685",685,85,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,4967929.39769874
"686",686,86,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,808711.709779308
"687",687,87,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1553084.21122518
"688",688,88,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-113282.612324071
"689",689,89,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,893197.184253401
"690",690,90,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1609341.90523878
"691",691,91,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-118825.764656026
"692",692,92,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,15542528.8433081
"693",693,93,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,2417047.92083966
"694",694,94,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,4652671.51599318
"695",695,95,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-355986.287842512
"696",696,96,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,208817.490148785
"697",697,97,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,1200112.29936077
"698",698,98,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,4999345.231336
"699",699,99,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,505309.533889828
"700",700,100,3,3,3,9,3,3,2,2,0.4,0.2,2,-1,-1,-192906.482130427
"701",701,1,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,897854.689025555
"702",702,2,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,-345903.660701286
"703",703,3,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,2054104.71387478
"704",704,4,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,913567.38883316
"705",705,5,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,246284.759976573
"706",706,6,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,113653.770738312
"707",707,7,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,-4505.71037551054
"708",708,8,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,-389060.026202571
"709",709,9,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,-129103.914620006
"710",710,10,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,-69281.9132357163
"711",711,11,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,103520.729004273
"712",712,12,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,-375693.688369707
"713",713,13,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,-39039.9915229584
"714",714,14,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,901172.446909715
"715",715,15,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,-32147.1956022609
"716",716,16,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,456837.691389316
"717",717,17,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,574855.847618986
"718",718,18,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,385353.425522259
"719",719,19,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,797569.93432201
"720",720,20,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,-104159.15601367
"721",721,21,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,439437.829787141
"722",722,22,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,4449803.87490899
"723",723,23,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,953156.699521535
"724",724,24,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,447918.776058185
"725",725,25,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,4636950.45967269
"726",726,26,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,716635.43460272
"727",727,27,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,-404911.60211953
"728",728,28,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,43740.5589362481
"729",729,29,3,3,3,9,3,3,2,2,0.4,0.4,2,-1,-1,66662.8586642651
